account_number,account_name,balance,account_type,recent_transactions,bank_code,status
9735870871,Patrick Jones,481148.17,Business,7742.59;1849.15;3105.14;7937.64,GHI,active
3261363930,Jason Schroeder,926191.04,Loan,9706.55;7102.5;8332.68,JKL,closed
5927263736,Justin Mahoney,34760.53,Personal,8406.32;4062.64;5467.06,GHI,closed
3152372041,Sherry Gutierrez,422649.41,Loan,7546.13;4077.54,XYZ,closed
9836367396,Tara Pruitt,286015.75,Personal,8201.44;8827.97;5869.42;6271.95;4226.49;5146.68,ABC,closed
5437175172,Stephanie Hawkins,357533.13,Personal,3747.42;870.44;1248.46;8145.83,DEF,active
8321981830,Tonya Gilbert,221805.62,Loan,5307.87;7095.38;8094.49;6763.64;7544.94;2308.38;9423.88,DEF,closed
3077506848,Keith Kelly,467934.13,Savings,1849.65;5909.05;5778.9;5670.79;2564.75;6568.9;1761.14,ABC,closed
3404134872,Tara Walls,631345.66,Personal,930.59;968.24;2929.75;155.66;3424.75;8981.64,GHI,closed
6694525696,Miss Cynthia Johnson,711730.35,Business,6908.21;8589.88;6878.1;7540.22;1543.92;1651.85,XYZ,active
2021100645,Sean Barrett,302738.47,Savings,384.03;4370.14;9266.18,XYZ,active
1053415317,Charles Stewart,267397.29,Savings,9252.47;319.29;5413.8,JKL,inactive
2649022174,Chelsea Green,593929.35,Business,3835.08;9266.64;6735.83;9558.67;7119.64;103.03;6595.96;8537.63,GHI,active
3203512480,Michelle Humphrey,117193.79,Savings,3791.07;8934.59;2854.41;3655.09;9888.66;5395.89;8612.65;6492.77;5316.04,XYZ,active
6470168262,George Johnson,154729.94,Personal,7473.85;8303.9;2775.12;1854.48;7055.55;463.82;2162.67;7456.97;5172.71;740.17,DEF,closed
4202488718,Judith Marsh,643702.2,Business,5341.1;4051.64;5774.54;466.57,XYZ,inactive
6965146874,David Wilson,884026.42,Business,9941.55;6356.52;6153.63;7104.11,JKL,closed
4683608214,Benjamin Perez,553580.2,Business,4600.16;8025.23;8582.51;4355.66,ABC,active
1412209101,Todd Porter,951760.93,Business,8921.06;5683.67;1889.29;1494.43;1984.42;6277.61;908.2;9106.24,ABC,closed
3355756446,Miguel Butler,299884.1,Savings,5166.27;6812.08,XYZ,inactive
5991609191,Robert Reyes,758560.71,Savings,9343.59;8709.13;8673.94;6890.77;745.08;4153.92;9343.03;9165.03,DEF,closed
3106198630,Paige Washington,517040.24,Savings,8415.05;3874.96;4914.05;7207.32;7176.23;342.6;9435.25,JKL,active
7742066473,Stephen Chen,443875.84,Loan,6526.41;2240.92;8418.62;3821.73;1786.69;3406.24;989.27;4687.64;8002.66;7613.63,GHI,inactive
1548490412,Gabriel Sanchez,156858.38,Savings,5727.68;7723.92;4467.48;3132.38;6383.56,DEF,active
6026977418,Jennifer Harris DVM,636893.54,Personal,8301.27;9356.54;3876.11;2996.79;9787.6;8369.13,DEF,active
6353211564,Michael Donaldson,455386.82,Personal,335.22;4578.69;7371.95;4909.29;4293.79,GHI,inactive
1296847219,Kristen Cooper,273679.47,Savings,347.8;7359.97;4170.64;1235.97;7187.11;4603.13,JKL,active
5984986536,Erin Shah,996705.69,Loan,2581.92;5673.74;1967.79;7487.25;2615.0;4035.61;444.44;3891.58;1235.27;5729.73,GHI,closed
1072466353,Samantha Martin,662915.52,Loan,8586.08;2006.44;7103.75;7334.55;4228.86;5623.9;1459.21;9515.57,DEF,inactive
2156718936,Jennifer Ingram,485363.38,Savings,9487.68;1460.18;2239.58;147.8;8151.52;6515.92;7554.77;7291.68;2414.91,GHI,inactive
7520094828,Joy Grant,485172.04,Savings,9655.31;1741.29;3444.46;3057.55;5476.91;4879.52;3210.88;1160.78;8593.76;8441.95,GHI,inactive
7357439851,Gina Brown,509632.16,Personal,2709.35;2135.14;1818.78;4841.25;2709.95;344.58;2594.35;4582.8;2955.95,GHI,active
5261370072,Christopher Stout,422435.58,Savings,2801.9;5548.79;1557.95;2198.73;2192.73,ABC,active
6027540846,Tyler Wright,304491.39,Personal,3678.15;1227.66;5785.29;3099.3;2265.23;8196.59;163.39;2391.23;8719.74;5462.9,XYZ,closed
2750234804,Meagan Munoz,594960.7,Savings,9718.85;8727.21;4447.22;4615.05;5804.69,GHI,closed
3092804303,Wendy Brady,420677.44,Loan,5531.88;8742.3;372.97;8122.54;1286.1;9072.2;1465.33;1476.48;1376.03,ABC,active
3427654704,Kayla Long,681728.31,Business,3697.09;4953.07;2811.92;5457.7;6906.88;8506.24,XYZ,closed
8190990891,Stephen Edwards,319821.74,Loan,9377.79;4798.83;1942.18;787.55;192.1;5818.99;8057.66;2717.0,JKL,closed
7496745631,Douglas Moreno,854404.98,Savings,982.46;2227.47;6446.32;8414.04;3150.16;2450.03;7037.9;5978.96;5261.83,DEF,inactive
1988752512,Jill Knapp DDS,341722.94,Loan,181.19;9453.62;4985.57;3199.58;1952.58;7211.63,ABC,closed
1521427273,Lisa Rios,842799.38,Business,9586.74;5552.53;1729.82;4172.47,XYZ,inactive
5164695907,Raymond Smith Jr.,863175.88,Personal,5789.49;3853.23;2076.03;3892.16,XYZ,closed
2833539333,Brian Williams,323552.41,Business,5179.45;5548.73;465.47;7840.29;2144.3;8513.47;9829.93;324.8,GHI,active
8645701718,Heather Patel,311944.96,Personal,7522.87;2982.3;1968.22;9772.61;7922.31;1445.51;623.95;2058.2;8758.19,JKL,closed
4167996572,Kylie Guerra,49272.79,Loan,5443.69;8093.52;272.51;8402.33;4236.02;6376.75,XYZ,inactive
3564407063,Donald Wong,43722.11,Savings,1519.25;1525.81;6287.86,ABC,closed
9188196347,Daniel Dean,204925.01,Loan,6771.69;192.19,GHI,inactive
5942637471,Mark Lozano,719795.85,Personal,9643.1;3799.28;6882.4;8584.89;8947.56;6708.4;1962.86;446.33,DEF,active
2051627629,Jason Bates,64060.52,Savings,9257.87;6532.82;7925.83;6093.45;4210.14;7716.53;9787.2;3479.04,GHI,inactive
7502491695,Eric Hoover,469640.02,Savings,9917.81;3054.6;651.6;6242.94;8167.7,ABC,active
5685753553,David Vasquez,452820.36,Loan,4627.57;4438.96;9909.09,JKL,closed
1643863670,Michael Jones,236221.38,Business,3677.6;9619.4;3626.3;4744.46;6282.38;2808.59;1045.55;1767.33;4806.51,GHI,inactive
3946613876,Brian Cooke,689545.0,Loan,9535.41;561.56;6926.88;6500.07;9819.21;6534.47;1299.3;2622.7;4528.84,XYZ,inactive
1438066160,Theresa Green,905875.33,Loan,9797.74;3309.33,JKL,inactive
3445245412,David Gomez,171967.69,Savings,4877.12;2803.11;3795.18,JKL,active
4872344710,Kimberly Elliott,857286.35,Business,3057.39;7069.75;5516.13,JKL,active
7794811051,Leah Wilson,37335.12,Personal,2258.88;3929.88,ABC,closed
4306892849,Edward Allen,376345.42,Business,7395.88;9823.67,XYZ,closed
2392269163,Karen Mcmahon,902433.39,Loan,7152.28;778.14;8234.59;5273.76;3059.7,XYZ,active
4412406289,Michael Delgado,671608.43,Savings,3542.56;8395.46;9845.62,DEF,inactive
9976326121,Angela Steele,836743.17,Loan,500.3;1665.96;4193.58;9493.01;1803.47;9698.52;1031.65;3413.69,JKL,inactive
9547290456,Jason Miller,350592.81,Savings,9013.46;8973.95,XYZ,closed
5403898302,Anthony Brown,437469.72,Loan,9301.55;6130.97;3676.75;2942.8;920.56;7829.51;4419.11;5887.61;1880.81,GHI,closed
5883763886,Lisa Stone,901790.09,Business,4186.6;9698.33;6322.4;2796.96;6797.73,DEF,active
3817601278,Russell Allen,591450.84,Savings,4637.03;1701.69;4039.14;5883.73;1417.65;9112.78;5273.7,DEF,closed
1829538986,Anthony Salazar,849590.89,Loan,8738.39;3524.09;4204.51;318.52;4172.48;2414.33;6611.21;4622.23,GHI,inactive
7286615364,Victoria Ayala DDS,451803.27,Business,6787.11;9895.08;1697.24;7886.25;8835.31;1933.43,ABC,active
5345782772,Lori Wright,966693.91,Business,900.44;2940.42;1733.13;4125.63;6508.33;9151.26;7678.6;6839.24;7845.4;3185.29,JKL,closed
7211024568,Jason Holder,37569.81,Savings,9143.44;2913.48;3939.42,JKL,inactive
3820995257,Christian Riley,591021.25,Business,2898.67;6845.83;1136.57;9209.14;3842.04,GHI,active
8782337303,John Riggs,935425.56,Business,8745.02;1375.25,XYZ,closed
9925836739,Natalie Mitchell,233637.36,Business,1468.63;8208.43;1431.59;9587.21;9990.82;8101.22;3167.53;1929.76,JKL,inactive
7687914374,Jillian Jordan,765616.53,Savings,7448.65;9910.3;3526.03;8614.12;642.61,XYZ,closed
3765587166,Joshua Rice,647580.77,Business,4692.52;1451.68;3072.98;1035.33,GHI,active
6480341114,Andrew Vance,971753.65,Personal,663.1;8046.33;2921.86;4737.03;3749.81;2983.64,GHI,closed
3173894423,Brandy Mcdaniel,397034.33,Business,7292.57;4557.81;4367.38;4356.51,DEF,inactive
3473986955,Michael Ellis,228497.42,Loan,3014.02;8873.96;5938.02;8977.54;1013.09;3528.35;9179.44,DEF,active
7120139611,Rebecca Foster,80085.3,Savings,9959.06;5144.43;289.82;5440.01;4808.22;4823.03;1375.81;4591.22;2279.82;4296.44,XYZ,closed
8654016720,Jamie Payne,764804.35,Loan,167.83;6795.17;3852.08;3553.69;7117.29,DEF,inactive
7533287436,Paul Mcneil,80043.52,Savings,7980.73;4692.6;3726.39;469.71;1386.01,DEF,inactive
2495530407,David Savage,689290.87,Personal,7504.1;6933.85;3863.49;5436.97;3438.63;6119.87;4689.04;3121.12,ABC,inactive
2689730089,Victor Mclean,454445.71,Business,1948.21;8647.87;473.49;1279.89;6049.88;3638.36;782.17;3469.52;5965.2,ABC,inactive
4259791247,Heather Johnson,989615.13,Personal,4480.56;6412.03;5054.89;613.26;1458.97;7882.24;3580.34,DEF,closed
7539696839,Gabrielle Foley,785884.61,Savings,8292.33;8607.94;3999.07;3636.32;8165.88;4973.02;9962.09;4946.24;3655.66,XYZ,closed
8627572576,Carrie Anderson,931552.25,Personal,3213.86;4308.36;1563.13;6520.43,DEF,active
3277256932,Richard Burnett,489441.6,Personal,6662.15;1511.72;2296.87;2076.27;3421.11;6753.44;5498.68;432.79;9155.93;3038.12,GHI,inactive
5237591647,Autumn Nguyen,513198.43,Loan,8306.75;6746.48;5672.97;3150.61;3150.16;7230.29;5799.96,ABC,inactive
5101616749,Heather Walsh,316173.37,Loan,3922.6;7578.67;6990.19;7590.34;4459.98;6791.21;7684.84;9959.67;1804.49;7161.04,DEF,inactive
1199726384,Thomas Johnson,411841.47,Loan,6394.94;9450.05;9252.66,GHI,active
2361260337,Christopher Lowe,696338.08,Personal,4787.54;7159.23,GHI,inactive
2865404185,Kimberly Miller,70474.01,Personal,8917.22;7855.04;6994.96,DEF,inactive
9130113895,Kristin Larson,89298.8,Business,7685.59;4150.58;627.56;7395.2;3676.61;139.32;7003.83;2554.0;6795.06,ABC,active
5156108228,Jennifer Allison,769546.86,Personal,5351.18;9825.15;4812.24;9565.33;9201.47;1507.02,DEF,active
6371570838,Joe Lucas,666427.85,Business,3228.64;603.97;7771.95;5804.98;6178.58;1782.03;8142.53;4081.9;6545.02;4595.87,DEF,inactive
8696542606,Joshua Gomez,417489.25,Savings,2546.14;2948.27;3969.7,JKL,closed
6128753470,Rachel Leblanc,465927.73,Savings,6546.21;4919.11;421.91;7371.01;8422.48;6864.63;8137.39;1200.27;9446.27,GHI,inactive
6495616019,Pamela Miller,46936.46,Savings,5375.42;7891.21;9235.78;3876.67,GHI,inactive
6054213600,Terry Ryan,367228.1,Personal,2921.28;8530.09;3972.63;9958.22;5119.01;6760.81,XYZ,inactive
5910473462,Ashley Simon,795485.86,Loan,3663.35;1250.48,DEF,active
5677609769,Katelyn Robertson,905433.43,Loan,1570.39;678.28;1494.21;956.73;1476.78,DEF,inactive
9513959237,Susan Pennington,110429.96,Loan,3105.05;2326.59;4993.06;1723.26;1275.25;3526.74;2235.95;7481.72;509.14,JKL,closed
6130746378,Jennifer Orozco,658660.24,Business,5012.19;9695.91;9378.68;3801.67;3754.44;1365.53;8170.27;6603.17;5027.75;2439.32,JKL,inactive
9821821657,Carol White,842717.64,Loan,2700.81;5766.95;4928.64;1350.94;7106.84,DEF,closed
5825468647,Christopher Guzman,723006.92,Loan,8433.92;9198.95,JKL,inactive
4861640195,Lisa Davidson,865540.27,Personal,5081.24;374.55,JKL,closed
3323508767,Mr. Richard Lopez MD,237435.4,Personal,2090.17;8399.11;9801.33;4242.18,DEF,active
8997801633,Michael Williams,617381.7,Loan,1489.07;5318.33;7756.3,ABC,active
4994737872,Jeanette Keller,925475.69,Business,6152.54;3796.8,JKL,inactive
4304893470,Jamie Krueger,935181.41,Savings,1014.32;2768.64;4454.99;5103.49;8903.68;2183.29;9811.33,DEF,inactive
4223680290,Stephanie Rivera,116352.83,Personal,8845.92;9469.04;1570.94;1395.63;9432.87;8196.21;8438.51;4420.66;6990.54,GHI,closed
7951754127,Raven Fernandez,725811.44,Business,6694.53;856.15;2184.42;7507.15,JKL,inactive
4469329469,Tyler Nichols,882001.28,Loan,5292.0;8039.51;8551.47;8168.0;3445.67,JKL,active
4872776326,Anne Hughes,872301.43,Personal,5361.03;1738.55;4406.59;1594.16;2043.87;6840.42;4714.62;8349.52,ABC,active
3959048014,Paul Miller,237625.62,Savings,1735.65;2068.57,DEF,active
7933908505,Luis Blair,308477.13,Business,619.24;4212.87,XYZ,active
8920595020,Brittany Ryan,354526.19,Business,5620.82;8438.84;6341.5;5967.76;9297.91;4230.82;9325.05,ABC,closed
3775414694,Nicole Bishop,67645.2,Loan,5528.32;2738.7;4515.26;129.91;6065.52;7800.49;4885.28;396.69,JKL,active
8993385381,Emma Cooley,811504.96,Business,8158.46;7798.51,GHI,closed
8381677777,Matthew Mcdonald,594851.85,Loan,235.61;4183.23;848.76;4120.95,GHI,closed
3611479406,Laura Lewis,584102.54,Personal,717.03;5100.92;3239.61;1017.44;9292.6;1207.41;5531.41,DEF,active
3843612730,Jill Perry,388095.52,Personal,3984.84;2813.75,GHI,inactive
6184203785,Elizabeth Carlson,568918.72,Business,4381.51;2910.66;790.28;3273.04,XYZ,inactive
7320844450,Amy Barnes,769292.69,Personal,3000.94;1905.21;5311.53;4751.23;4705.3;3613.4,XYZ,inactive
3984379111,Austin Smith,737567.44,Business,5092.97;744.18;5183.77;3997.67;835.62,JKL,active
5710169259,William Austin,502311.75,Personal,2332.57;7914.7;8506.21;6323.74;5053.32;6447.7,DEF,active
8138302523,Gregory Jackson,509675.33,Savings,135.96;4579.02,GHI,inactive
1367543695,Tina Sandoval,212183.63,Loan,9315.31;1353.52;742.75;9535.62;1848.36;6626.24;113.07;6224.38,GHI,inactive
4699080201,Theodore Parks,151873.45,Business,4696.75;2936.39;8218.06;8945.92,XYZ,active
1938117532,Becky Fisher,786111.0,Personal,6914.87;1465.96;4224.08;9292.36;3832.38,GHI,closed
5931496430,Angel Leonard,62091.29,Loan,6315.45;9291.45;242.11,DEF,inactive
3073238832,Marilyn Mccarthy,385261.32,Business,6831.59;5967.66;4715.55;4300.83;8410.75;4480.15;760.49;8690.81;1450.49;2673.48,ABC,inactive
3472858185,Eric Brooks,689354.23,Loan,4508.03;8150.31;4552.97;2880.43;1785.05,DEF,closed
1482883529,Beth Dalton,464464.36,Loan,632.64;3671.85;140.12,GHI,inactive
6154898151,Ryan Cabrera,663152.1,Savings,5446.15;7711.55;9696.56;7325.74;2598.82,XYZ,inactive
6241282562,Shirley Irwin,150108.59,Loan,633.47;3779.51;3268.46;4513.11;7903.33;8159.1;6688.01;9114.3,ABC,closed
5127086548,Colleen Torres,114713.98,Loan,658.83;6699.77;4207.64;1134.22,XYZ,closed
2024835810,Aaron Torres,956350.26,Personal,2416.34;2692.82;5163.87;9578.59;3897.01,ABC,inactive
5841529329,Renee Gonzalez,305593.61,Personal,272.74;5582.59;1443.08;1138.49,GHI,closed
1690473667,Jonathan Bond,872321.13,Savings,7637.78;7337.55;3634.48;3004.17,JKL,inactive
1958306182,James Baker,303125.45,Personal,3328.43;6104.93;8440.56;4420.35;4738.58;5068.49;917.67;1909.27;7457.27,XYZ,closed
4361047512,Molly Zamora,348348.24,Personal,5108.93;7478.89;637.62;5578.14;9472.89,XYZ,inactive
4760388886,Michelle Reyes,950370.14,Savings,3663.48;184.22;2880.34,JKL,closed
1053719059,Joseph Dennis,801421.92,Savings,1790.82;4222.66;4614.85;1945.14;3656.6;4898.35;8571.12;1351.44,ABC,active
2037248863,Rita Rios,224011.11,Loan,9392.46;5231.44;9536.82;1244.81;8446.56;8422.25;5494.62;124.57;3760.16,ABC,inactive
3697186284,Sabrina Williams,964074.36,Savings,7581.49;6029.54;6186.79;6242.79;3535.95;3365.92;8689.27;1023.35,JKL,closed
6819851069,Tom Holt,79928.32,Business,2291.58;4914.7;5736.67;4190.76,GHI,closed
6718140051,Mr. Tony Hawkins PhD,802939.81,Loan,1881.96;2914.06;681.43;1041.96;4713.53;3066.45,XYZ,active
9133206242,Ryan Sullivan DVM,949363.75,Personal,9209.01;2942.41;9763.85,DEF,active
7066956723,Shane Garrison,671875.36,Loan,6343.48;5551.34;7711.61,ABC,inactive
3760890839,Erika Whitaker,981516.24,Loan,7695.26;6907.62;5664.89;2559.22;4820.8;7423.86,JKL,inactive
2030397348,Anita Maldonado,389756.67,Savings,4089.8;9822.22,GHI,active
5232076596,Mary Pope,682440.15,Personal,824.51;1037.34;8068.2;5441.79;2068.44;1356.86;1109.44;1646.94,JKL,inactive
5620613395,Wayne Fisher,545831.24,Loan,1229.5;7741.73;1647.45;9959.2;5599.83;903.48;4907.52,XYZ,inactive
9464316314,Amanda Davis,854770.81,Loan,2825.85;1380.54;5343.38;6239.79;3974.94,XYZ,active
1056103219,Alexa Smith,312953.83,Loan,2916.75;2223.12;1692.0,GHI,closed
1688160730,Chelsea Anderson,901069.29,Savings,6691.99;556.41;586.83;7351.86;4409.3,DEF,active
8319662066,Michelle Love,375476.23,Business,8646.29;8294.52;6368.5;8728.42;5342.91,ABC,closed
4098356363,Shannon Williams,58188.29,Personal,1414.29;8012.32;8060.37;2761.61;7837.24;8472.25;8467.9;7389.8,JKL,closed
3293059872,Barry Barrett,956752.84,Savings,6952.78;1041.76;9780.84;7433.67;9286.7;8063.46,XYZ,active
4619467590,Dawn Christensen,954586.89,Savings,6892.19;4353.44;6413.43;5418.48;4697.41;6848.89;2204.72;8460.84;1501.72,GHI,active
7782878299,Larry Brown,233632.8,Personal,7220.28;8657.7;308.2,JKL,inactive
1885653547,Stephen Taylor,692684.68,Loan,465.44;3147.38,DEF,active
3964786846,Lee Cox,836279.94,Business,8582.1;2807.53;5630.39,GHI,closed
8299530260,Jeremy Graves,493360.09,Business,3584.51;7122.84;7998.21,DEF,closed
8525091517,Susan Martinez,899223.04,Business,6456.76;5444.3;1808.82;4827.32;9026.03,JKL,active
8109569885,Jordan Wood,388979.34,Savings,8213.46;2638.25;1034.71;7580.72;1257.84;2270.57;4618.06;6285.4,ABC,inactive
1931422419,Caroline Allen,755834.07,Business,9273.17;1197.14;8839.61;6071.6;8576.17;6535.32;4949.31;6316.82,JKL,active
2418728954,Sara Hartman,980669.26,Savings,1194.0;1727.01;5035.89;6574.06,XYZ,closed
3869514859,Ernest Sanchez,784076.83,Personal,5209.56;1642.64;6736.96;3080.76;8124.55;1620.74;2492.05;3831.55;7064.59,ABC,inactive
3157764973,Adam Smith DDS,655465.15,Savings,9322.37;8444.87,ABC,inactive
1609647071,Jennifer Brown,162283.24,Savings,1873.94;864.63;5862.11;7879.33;3390.17;1276.09,XYZ,active
8382278356,Spencer Smith,158930.95,Personal,7451.84;9164.78;8212.87;8256.84;9435.38;4616.72;4114.57;2422.97;6891.27,GHI,active
1671848476,Charles Martinez,835594.63,Savings,125.89;7499.18;8523.33;799.21;8464.9;7234.76;7297.76,ABC,inactive
1743337305,Melissa Page,12027.11,Loan,3779.78;3180.92;712.92;5621.46;576.08;2551.57,GHI,active
3035101644,James Ramirez,436401.89,Personal,8554.04;1434.78;1969.28,XYZ,active
3441024290,Laura Avila,913535.54,Savings,6244.9;7579.09;1057.83;4331.18;629.02;7171.85;222.76;8763.59;4327.89;1140.63,JKL,active
3891678870,Joseph Johnson,265028.59,Loan,2249.82;6298.58;3309.59;9703.82;2026.03,ABC,inactive
3237829877,David Carroll,438259.07,Loan,1327.03;614.19;3768.08;2714.02;224.6;969.05;2641.23;2454.66;4080.31;3859.19,JKL,closed
9427802692,Justin Wells,735340.65,Loan,6948.71;3253.84;3023.06;7599.67;6623.77;8896.06,XYZ,closed
8431524763,Paul Romero,668048.25,Loan,7848.33;3299.66;3648.87;1982.01;2073.82;2903.09;4735.41;7558.08,ABC,closed
5001072159,Lynn Morales,821567.69,Business,4565.51;6786.37,ABC,closed
9664985906,Jennifer Ellis,478354.92,Savings,7127.33;8689.92;6415.22;3454.75;7474.08;7431.65;9781.01,DEF,closed
7348944996,Tony Clark,375561.65,Business,8777.05;9240.54,DEF,inactive
6732868372,Kimberly Flynn,706315.65,Loan,4923.29;4602.28,JKL,inactive
4547259574,Christy Williams,455719.51,Savings,4188.29;9573.51;7053.58;8222.74;2820.9;2455.38;3219.81,GHI,active
7223747033,Travis Davis,862785.4,Savings,2907.52;2325.22;6617.78;6419.46;3610.55;9228.23;3354.69;7197.71;9822.38;3616.13,DEF,closed
4459474467,Stephanie Miller,764147.27,Savings,6113.95;2001.61;2891.25;1618.59;1995.77,JKL,active
7164610197,Daniel Taylor,610921.73,Personal,9931.17;6802.63;278.76;3570.4;7634.26;6670.17;4283.09;9474.86;4152.34,ABC,closed
7124052852,Elizabeth Cordova,193482.17,Personal,9360.34;3167.76,GHI,closed
5312442141,Kathryn Davenport,440934.96,Savings,8509.71;6626.86;1817.28;7437.78;8372.19;4887.43;2346.01,ABC,active
7710622490,Jimmy Wagner,923277.42,Loan,8020.01;7951.8;2232.12;5802.85;1336.58,ABC,active
5322589161,Susan Giles,724163.28,Personal,6016.98;507.29,JKL,closed
9836438031,Steve Simmons,849219.12,Loan,5878.21;4537.16;7766.31;4163.87;9319.44;6792.29,XYZ,closed
9332883461,Julia Ramirez,273546.31,Loan,7535.0;9561.34;2030.21;2195.39;9090.9;372.8;1226.73;9113.69;6462.59;8530.18,DEF,inactive
8836576935,Rebecca Miller,910972.14,Savings,8080.15;6731.34;3106.6;1718.95;8184.06;5725.1,ABC,active
8079295690,Jared Elliott,220178.05,Personal,8540.38;5091.25;5216.12;7348.81;6651.15;332.5;6052.11;2796.9,XYZ,active
9027006786,Tiffany Keller,99625.08,Loan,4917.97;1307.75,JKL,inactive
5948937613,Deborah Malone,503556.81,Personal,3449.71;1384.61;7348.62;7789.87;8098.33;9347.5;3577.1,XYZ,active
4903676073,Jessica Graham,914912.7,Business,920.58;5793.21;8363.08;1310.71,GHI,closed
3312701892,Zachary Rivers,664376.85,Business,8630.45;4937.86;4327.74;181.87;2815.77,JKL,closed
3560928428,Chase Powers,424208.46,Personal,6786.96;3924.64;3310.19;2838.04;8378.69;8317.34;3308.32;9565.5;1964.86;9812.81,XYZ,active
9673665619,Francisco Lamb,410346.33,Business,1495.05;6898.49;524.33;3851.53;5117.43;1662.93;1734.28;8710.14,DEF,closed
6518198002,Stephanie Guzman,174455.56,Business,2927.5;3469.17;7448.31;1654.64;9141.88;2248.79;2770.87;9091.64;7055.84;2916.58,GHI,closed
5477882436,Grant Floyd,455529.52,Savings,8289.89;289.51;4035.19;993.56,JKL,active
7878513453,Lisa Estrada,773751.97,Savings,5830.74;3693.51;9923.15;9018.97;2508.2,XYZ,closed
2344400461,Kenneth Harmon,818349.03,Personal,1768.67;5889.57,DEF,closed
4556551530,Anthony Zavala,98083.89,Savings,2925.63;1695.88;9314.92;5938.63;9955.22;6188.97,JKL,active
8394954511,Amanda Barker,121519.53,Business,6855.21;9564.45,DEF,closed
7868372803,Judy Woods,970816.07,Business,8820.45;3085.67;3151.87,ABC,active
8906824666,Kelly Page,71378.38,Savings,3969.43;6343.73;3736.36,DEF,inactive
8284039663,Garrett Wolf,642657.51,Loan,8014.67;2623.19;4485.22;3141.37;6113.77;4327.81;1047.75,JKL,active
3423343857,Noah Ray,46843.28,Personal,4130.84;1371.37;9249.88,ABC,closed
6126064073,Kathleen Cruz,920511.41,Savings,855.21;3042.69;272.01;3769.85;3817.24;8783.88,DEF,active
6614482777,Lori Thompson,669320.68,Personal,1276.84;318.64;1876.15;7570.37;6751.28;2079.63;9898.45;3705.77;2852.67,ABC,closed
8387437221,Steve Salazar,113222.24,Loan,1224.53;977.44;9645.42;1318.4,GHI,inactive
1151882308,Carlos Monroe,62070.04,Business,1677.98;5673.48;4834.24;2293.58;6914.54;5258.96;7607.97;8081.71,XYZ,closed
5728588862,Allison Burns PhD,560932.43,Savings,5661.08;361.44;4796.92;948.51;6990.88;5153.1;769.92;1275.16;3689.78,XYZ,inactive
1227422435,Alan Castro,845564.23,Personal,4389.19;909.9;2711.68;7669.18;3476.55;2853.15;2245.52;6959.23,GHI,inactive
2142599301,Ashley Williams,784451.03,Savings,3779.3;5345.15;7210.8;8205.49;2890.16;6977.62;8981.43;2013.22;6234.61,ABC,closed
5847500078,Michael Franco,586955.03,Savings,6163.74;554.77;9841.45,ABC,closed
7504834877,Keith Olson,825659.96,Loan,6968.46;3958.16,XYZ,inactive
5424454817,Nicholas Carroll,723591.41,Loan,4681.71;4762.53;8733.66;1687.46;5036.58;9249.24;8225.81;5976.1,JKL,inactive
6776160151,Ivan Mcbride,669159.19,Business,5163.69;5085.97;1124.31;6039.12;2001.86;3484.25;5383.1,ABC,active
9791947100,Kevin Williams,913203.41,Savings,761.63;9396.87;8223.19;5941.83,GHI,active
6279745912,Jamie Ward,837478.57,Savings,7055.94;6038.07;7602.66,JKL,inactive
3260456252,Sandy Arias,51307.19,Business,9957.73;2265.56;8148.96;3314.92,GHI,closed
2792994975,Jim Avery,452719.85,Savings,988.41;1204.9;4002.55;2064.04;3787.73;4789.0;9127.03,XYZ,closed
9964770059,Kyle Garcia,671080.95,Business,4275.31;2883.96;9712.24;9097.37;2612.58;5877.58;6762.05;6984.98;1141.88;6064.5,XYZ,active
2203206846,Tiffany Wilson,150245.51,Business,3813.9;7301.23;3388.56;2064.46;2493.67;5825.01;5986.24,ABC,inactive
3442942525,Christine Palmer,680241.95,Loan,2002.83;5280.81;672.96;5988.73;4394.77;4615.4;4548.73;7035.79;8203.92;2581.2,GHI,closed
5990462098,Madison Harris,811997.33,Savings,2933.75;9498.56;3838.32;586.19;8481.32;2103.06;858.69;321.98;3024.61;123.98,ABC,closed
5048600959,Victor Hamilton,931803.95,Loan,9882.65;2989.31,DEF,active
2098944726,Robert Stafford,584834.36,Savings,883.09;3337.33;5989.2;6777.04;8335.8;8977.04,GHI,closed
4035921489,Heather Williams,614967.98,Personal,363.6;7016.33;3442.43,GHI,inactive
8359487083,William Cuevas,916609.6,Loan,7548.59;7556.7;1177.67;5368.88;488.26;1132.65;8182.71;6170.99,GHI,active
7227149953,Derrick Leon,8364.75,Business,2006.36;8833.23;8682.88;2022.26;3960.74;5583.46,JKL,active
4056588371,Edward Gray,860205.51,Personal,3600.95;1956.56;2523.82,XYZ,active
9513648525,Karen Levy,652981.34,Loan,4879.64;4503.94;3066.36,JKL,inactive
1217728577,Melinda Carter,405190.2,Personal,7488.73;2699.13;5229.11;5166.55;803.32;3445.82;4656.85;2646.23,XYZ,inactive
7740656974,Traci Gonzalez,95980.92,Savings,836.42;2828.24;7805.85;7674.63;7036.48;2448.05;6398.25,XYZ,closed
3133096552,Kathleen Mccullough,315357.51,Savings,5832.9;1150.62;2036.04;1663.12;9050.57;9220.26;3942.85,XYZ,active
2904366222,George Williamson,575785.65,Savings,8037.47;5585.36;5750.92,ABC,active
